,Problem,Step,Skill,Opportunity,Predicted Error Rate (Original),Student_ID,Success,Calculated Opportunity,Success_opportunity,Fail_opportunity
2899,POGS,(SQUARE-AREA QUESTION3),ALT:PARALLELOGRAM-AREA,23,0.0405,38,1,23,23,0
2900,POGS,(POG-AREA QUESTION2),ALT:CIRCLE-AREA,12,0.0905,38,1,12,9,3
2901,POGS,(POG-AREA QUESTION3),ALT:CIRCLE-AREA,13,0.0823,38,1,13,10,3
2902,POGS,(SCRAP-METAL-AREA QUESTION2),ALT:COMPOSE-BY-ADDITION,12,0.1652,38,1,12,11,1
2903,POGS,(SCRAP-METAL-AREA QUESTION3),ALT:COMPOSE-BY-ADDITION,13,0.1652,38,1,13,12,1
2904,ONE_CIRCLE_IN_CIRCLE,(CIRCLE-AREA_C QUESTION1),ALT:CIRCLE-AREA,14,0.0748,38,1,14,11,3
2905,ONE_CIRCLE_IN_CIRCLE,(CIRCLE-AREA_A QUESTION1),ALT:COMPOSE-BY-ADDITION,14,0.1652,38,1,14,13,1
2906,ONE_CIRCLE_IN_SQUARE,(SQUARE-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,24,0.0401,38,1,24,24,0
2907,ONE_CIRCLE_IN_SQUARE,(CIRCLE-AREA QUESTION1),ALT:CIRCLE-AREA,15,0.0679,38,1,15,12,3
2908,ONE_CIRCLE_IN_SQUARE,(SHADED-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,15,0.1652,38,1,15,14,1
2909,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-RADIUS_AB QUESTION1),ALT:COMPOSE-BY-ADDITION,16,0.1652,38,0,16,14,2
2910,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-AREA_O QUESTION1),ALT:CIRCLE-AREA,16,0.0616,38,1,16,13,3
2911,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-AREA_S QUESTION1),ALT:CIRCLE-AREA,17,0.0558,38,1,17,14,3
2912,TWO_CIRCLES_IN_CIRCLE,(SHADED-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,17,0.1652,38,1,17,15,2
2913,TWO_CIRCLES_IN_SQUARE,(SQUARE-BASE QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION,20,0.0375,38,0,20,17,3
2914,TWO_CIRCLES_IN_SQUARE,(SQUARE-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,25,0.0397,38,1,25,25,0
2915,TWO_CIRCLES_IN_SQUARE,(CIRCLE-AREA QUESTION1),ALT:CIRCLE-AREA,18,0.0506,38,1,18,15,3
2916,TWO_CIRCLES_IN_SQUARE,(SHADED-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,18,0.1652,38,1,18,16,2
2917,TRIANGLE_AREA,(AREA QUESTION1),ALT:TRIANGLE-AREA,12,0.1135,38,1,12,11,1
2918,POGS,(POG-AREA QUESTION1),ALT:CIRCLE-AREA,19,0.0458,38,1,19,16,3
2919,POGS,(POG-AREA QUESTION2),ALT:CIRCLE-AREA,20,0.0414,38,1,20,17,3
2920,POGS,(POG-AREA QUESTION3),ALT:CIRCLE-AREA,21,0.0375,38,1,21,18,3
2921,POGS,(SQUARE-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,26,0.0393,38,1,26,26,0
2922,POGS,(SQUARE-AREA QUESTION2),ALT:PARALLELOGRAM-AREA,27,0.0389,38,1,27,27,0
2923,POGS,(SQUARE-AREA QUESTION3),ALT:PARALLELOGRAM-AREA,28,0.0385,38,1,28,28,0
2924,POGS,(SCRAP-METAL-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,19,0.1652,38,1,19,17,2
2925,POGS,(SCRAP-METAL-AREA QUESTION2),ALT:COMPOSE-BY-ADDITION,20,0.1652,38,1,20,18,2
2926,POGS,(SCRAP-METAL-AREA QUESTION3),ALT:COMPOSE-BY-ADDITION,21,0.1652,38,1,21,19,2
2927,DOG_ON_A_ROPE,(AREA QUESTION1),ALT:CIRCLE-AREA,1,0.565,39,0,1,0,1
2928,DOG_ON_A_ROPE,(CIRCUMFERENCE QUESTION1),ALT:CIRCLE-CIRCUMFERENCE,1,0.4725,39,0,1,0,1
2929,LAWN_SPRINKLER_2,(WATERED-LAWN-AREA QUESTION1),ALT:CIRCLE-AREA,2,0.5392,39,0,2,0,2
2930,LAWN_SPRINKLER_2,(TOTAL-LAWN-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,1,0.1826,39,1,1,1,0
2931,LAWN_SPRINKLER_2,(UNWATERED-LAWN-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,1,0.4509,39,1,1,1,0
2932,CIRCLE_DIAMETER,(RADIUS QUESTION1),ALT:CIRCLE-RADIUS,1,0.6065,39,1,1,1,0
2933,CIRCLE_DIAMETER,(AREA QUESTION1),ALT:CIRCLE-AREA,3,0.5133,39,1,3,1,2
2934,CIRCLE_DIAMETER,(CIRCUMFERENCE QUESTION1),ALT:CIRCLE-CIRCUMFERENCE,2,0.4545,39,1,2,1,1
2935,CIRCLE_AREA,(RADIUS QUESTION3),ALT:CIRCLE-RADIUS,2,0.5955,39,0,2,1,1
2936,CIRCLE_AREA,(DIAMETER QUESTION3),ALT:CIRCLE-DIAMETER,1,0.5428,39,0,1,0,1
2937,CIRCLE_AREA,(CIRCUMFERENCE QUESTION3),ALT:CIRCLE-CIRCUMFERENCE,3,0.4365,39,0,3,1,2
2938,CIRCLE_CIRCUMFERENCE,(DIAMETER QUESTION4),ALT:CIRCLE-DIAMETER,2,0.5245,39,0,2,0,2
2939,CIRCLE_CIRCUMFERENCE,(RADIUS QUESTION4),ALT:CIRCLE-RADIUS,3,0.5844,39,0,3,1,2
2940,CIRCLE_CIRCUMFERENCE,(AREA QUESTION4),ALT:CIRCLE-AREA,4,0.4872,39,0,4,1,3
2941,LAWN_SPRINKLER,(AREA QUESTION1),ALT:CIRCLE-AREA,5,0.4613,39,0,5,1,4
2942,CIRCLE_DIAMETER,(RADIUS QUESTION1),ALT:CIRCLE-RADIUS,4,0.5733,39,1,4,2,2
2943,CIRCLE_DIAMETER,(AREA QUESTION1),ALT:CIRCLE-AREA,6,0.4355,39,1,6,2,4
2944,CIRCLE_DIAMETER,(CIRCUMFERENCE QUESTION1),ALT:CIRCLE-CIRCUMFERENCE,4,0.4187,39,1,4,2,2
2945,CIRCLE_RADIUS,(DIAMETER QUESTION2),ALT:CIRCLE-DIAMETER,3,0.5061,39,0,3,0,3
2946,CIRCLE_RADIUS,(AREA QUESTION2),ALT:CIRCLE-AREA,7,0.4101,39,1,7,3,4
2947,CIRCLE_RADIUS,(CIRCUMFERENCE QUESTION2),ALT:CIRCLE-CIRCUMFERENCE,5,0.4012,39,1,5,3,2
2948,DOG_ON_A_ROPE,(CIRCUMFERENCE QUESTION1),ALT:CIRCLE-CIRCUMFERENCE,1,0.3452,40,1,1,1,0
2949,LAWN_SPRINKLER_2,(WATERED-LAWN-AREA QUESTION1),ALT:CIRCLE-AREA,1,0.4333,40,0,1,0,1
2950,LAWN_SPRINKLER_2,(TOTAL-LAWN-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,1,0.1162,40,1,1,1,0
2951,LAWN_SPRINKLER_2,(UNWATERED-LAWN-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,1,0.3259,40,0,1,0,1
2952,CIRCLE_DIAMETER,(RADIUS QUESTION1),ALT:CIRCLE-RADIUS,1,0.4756,40,0,1,0,1
2953,CIRCLE_DIAMETER,(AREA QUESTION1),ALT:CIRCLE-AREA,2,0.4079,40,1,2,1,1
2954,CIRCLE_DIAMETER,(CIRCUMFERENCE QUESTION1),ALT:CIRCLE-CIRCUMFERENCE,2,0.329,40,1,2,2,0
2955,CIRCLE_CIRCUMFERENCE,(RADIUS QUESTION4),ALT:CIRCLE-RADIUS,2,0.4642,40,1,2,1,1
2956,CIRCLE_CIRCUMFERENCE,(DIAMETER QUESTION4),ALT:CIRCLE-DIAMETER,1,0.4113,40,1,1,1,0
2957,CIRCLE_CIRCUMFERENCE,(AREA QUESTION4),ALT:CIRCLE-AREA,3,0.383,40,0,3,1,2
2958,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-AREA_A QUESTION1),ALT:CIRCLE-AREA,1,0.6985,41,0,1,0,1
2959,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-AREA_O QUESTION1),ALT:CIRCLE-AREA,2,0.6761,41,1,2,1,1
2960,TWO_CIRCLES_IN_CIRCLE,(CIRCLE-AREA_S QUESTION1),ALT:CIRCLE-AREA,3,0.6529,41,1,3,2,1
2961,TWO_CIRCLES_IN_CIRCLE,(UNSHADED-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,1,0.5943,41,0,1,0,1
2962,TWO_CIRCLES_IN_CIRCLE,(SHADED-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,2,0.5943,41,0,2,0,2
2963,TWO_CIRCLES_IN_SQUARE,(SQUARE-BASE QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION,1,0.7132,41,0,1,0,1
2964,TWO_CIRCLES_IN_SQUARE,(SQUARE-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,1,0.285,41,0,1,0,1
2965,TWO_CIRCLES_IN_SQUARE,(CIRCLE-AREA QUESTION1),ALT:CIRCLE-AREA,4,0.6289,41,1,4,3,1
2966,TWO_CIRCLES_IN_SQUARE,(UNSHADED-AREA QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION,2,0.6895,41,0,2,0,2
2967,TWO_CIRCLES_IN_SQUARE,(SHADED-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,3,0.5943,41,0,3,0,3
2968,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,2,0.2827,41,1,2,1,1
2969,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,3,0.2805,41,1,3,2,1
2970,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,4,0.5943,41,0,4,0,4
2971,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION2),ALT:PARALLELOGRAM-AREA,4,0.2783,41,1,4,3,1
2972,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION2),ALT:PARALLELOGRAM-AREA,5,0.2761,41,1,5,4,1
2973,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION2),ALT:COMPOSE-BY-ADDITION,5,0.5943,41,1,5,1,4
2974,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION3),ALT:PARALLELOGRAM-AREA,6,0.2739,41,1,6,5,1
2975,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION3),ALT:PARALLELOGRAM-AREA,7,0.2717,41,1,7,6,1
2976,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION3),ALT:COMPOSE-BY-ADDITION,6,0.5943,41,1,6,2,4
2977,POGS,(SQUARE-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,8,0.2695,41,0,8,6,2
2978,POGS,(POG-AREA QUESTION1),ALT:CIRCLE-AREA,5,0.6043,41,0,5,3,2
2979,POGS,(SCRAP-METAL-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,7,0.5943,41,0,7,2,5
2980,POGS,(POG-AREA QUESTION2),ALT:CIRCLE-AREA,6,0.5791,41,1,6,4,2
2981,POGS,(SQUARE-AREA QUESTION2),ALT:PARALLELOGRAM-AREA,9,0.2673,41,1,9,7,2
2982,POGS,(SQUARE-AREA QUESTION3),ALT:PARALLELOGRAM-AREA,10,0.2652,41,1,10,8,2
2983,POGS,(POG-AREA QUESTION3),ALT:CIRCLE-AREA,7,0.5535,41,0,7,4,3
2984,POGS,(SCRAP-METAL-AREA QUESTION2),ALT:COMPOSE-BY-ADDITION,8,0.5943,41,0,8,2,6
2985,POGS,(SCRAP-METAL-AREA QUESTION3),ALT:COMPOSE-BY-ADDITION,9,0.5943,41,1,9,3,6
2986,TWO_CIRCLES_IN_SQUARE,(SQUARE-BASE QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION,3,0.6647,41,0,3,0,3
2987,TWO_CIRCLES_IN_SQUARE,(SQUARE-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,11,0.263,41,0,11,8,3
2988,TWO_CIRCLES_IN_SQUARE,(CIRCLE-AREA QUESTION1),ALT:CIRCLE-AREA,8,0.5277,41,0,8,4,4
2989,TWO_CIRCLES_IN_SQUARE,(UNSHADED-AREA QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION,4,0.6389,41,0,4,0,4
2990,TWO_CIRCLES_IN_SQUARE,(SHADED-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,10,0.5943,41,0,10,3,7
2991,RECTANGLE_ABCD,(AREA QUESTION1),ALT:PARALLELOGRAM-AREA,1,0.093,42,1,1,1,0
2992,RECTANGLE_ABCD,(HEIGHT QUESTION2),ALT:PARALLELOGRAM-SIDE,1,0.2076,42,1,1,1,0
2993,RECTANGLE_ABCD,(BASE QUESTION3),ALT:PARALLELOGRAM-SIDE,2,0.1566,42,1,2,2,0
2994,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,2,0.092,42,1,2,2,0
2995,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,3,0.0911,42,1,3,3,0
2996,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,1,0.2736,42,1,1,1,0
2997,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION2),ALT:PARALLELOGRAM-AREA,4,0.0902,42,1,4,4,0
2998,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION2),ALT:PARALLELOGRAM-AREA,5,0.0893,42,1,5,5,0
2999,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION2),ALT:COMPOSE-BY-ADDITION,2,0.2736,42,1,2,2,0
3000,BUILDING_A_SIDEWALK,(POOL-AREA QUESTION3),ALT:PARALLELOGRAM-AREA,6,0.0884,42,1,6,6,0
3001,BUILDING_A_SIDEWALK,(LARGE-RECTANGLE-AREA QUESTION3),ALT:PARALLELOGRAM-AREA,7,0.0875,42,1,7,7,0
3002,BUILDING_A_SIDEWALK,(SIDEWALK-AREA QUESTION3),ALT:COMPOSE-BY-ADDITION,3,0.2736,42,1,3,3,0
3003,PARALLELOGRAM_ABDE,(AREA QUESTION1),ALT:PARALLELOGRAM-AREA,8,0.0867,42,1,8,8,0
3004,PARALLELOGRAM_ABDE,(HEIGHT QUESTION2),ALT:PARALLELOGRAM-SIDE,3,0.1162,42,1,3,3,0
3005,PARALLELOGRAM_ABDE,(BASE QUESTION3),ALT:PARALLELOGRAM-SIDE,4,0.0852,42,1,4,4,0
3006,SQUARE_ABCD,(AREA QUESTION1),ALT:PARALLELOGRAM-AREA,9,0.0858,42,1,9,9,0
3007,SQUARE_ABCD,(HEIGHT QUESTION2),ALT:PARALLELOGRAM-SIDE,5,0.0619,42,1,5,5,0
3008,SQUARE_ABCD,(BASE QUESTION3),ALT:PARALLELOGRAM-SIDE,6,0.0447,42,1,6,6,0
3009,PAINTING_THE_WALL,(DOOR-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,10,0.0849,42,1,10,10,0
3010,PAINTING_THE_WALL,(WALL-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,11,0.0841,42,1,11,11,0
3011,PAINTING_THE_WALL,(PAINTED-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,4,0.2736,42,0,4,3,1
3012,PAINTING_THE_WALL,(DOOR-AREA QUESTION2),ALT:PARALLELOGRAM-AREA,12,0.0832,42,1,12,12,0
3013,PAINTING_THE_WALL,(WALL-AREA QUESTION2),ALT:PARALLELOGRAM-AREA,13,0.0824,42,1,13,13,0
3014,PAINTING_THE_WALL,(PAINTED-AREA QUESTION2),ALT:COMPOSE-BY-ADDITION,5,0.2736,42,1,5,4,1
3015,PAINTING_THE_WALL,(DOOR-AREA QUESTION3),ALT:PARALLELOGRAM-AREA,14,0.0816,42,1,14,14,0
3016,PAINTING_THE_WALL,(WALL-AREA QUESTION3),ALT:PARALLELOGRAM-AREA,15,0.0807,42,1,15,15,0
3017,PAINTING_THE_WALL,(PAINTED-AREA QUESTION3),ALT:COMPOSE-BY-ADDITION,6,0.2736,42,1,6,5,1
3018,TRAPEZOID_ABCD,(AREA QUESTION1),ALT:TRAPEZOID-AREA,1,0.6399,42,0,1,0,1
3019,TRAPEZOID_ABCD,(LONGER-BASE QUESTION2),ALT:TRAPEZOID-BASE,1,0.5802,42,0,1,0,1
3020,TRAPEZOID_ABCD,(HEIGHT QUESTION3),ALT:TRAPEZOID-HEIGHT,1,0.6492,42,0,1,0,1
3021,TRAPEZOID_AREA,(AREA QUESTION1),ALT:TRAPEZOID-AREA,2,0.5575,42,0,2,0,2
3022,TRAPEZOID_HEIGHT,(HEIGHT QUESTION3),ALT:TRAPEZOID-HEIGHT,2,0.592,42,0,2,0,2
3023,TRAPEZOID_BASE,(LONGER-BASE QUESTION2),ALT:TRAPEZOID-BASE,2,0.5225,42,0,2,0,2
3024,TRAPEZOID_ABCD,(AREA QUESTION1),ALT:TRAPEZOID-AREA,3,0.4718,42,0,3,0,3
3025,TRAPEZOID_ABCD,(LONGER-BASE QUESTION2),ALT:TRAPEZOID-BASE,3,0.4643,42,0,3,0,3
3026,TRAPEZOID_ABCD,(HEIGHT QUESTION3),ALT:TRAPEZOID-HEIGHT,3,0.5322,42,1,3,1,2
3027,TRAPEZOID_AREA,(AREA QUESTION1),ALT:TRAPEZOID-AREA,4,0.3877,42,1,4,1,3
3028,TRAPEZOID_HEIGHT,(HEIGHT QUESTION3),ALT:TRAPEZOID-HEIGHT,4,0.4714,42,1,4,2,2
3029,TRAPEZOID_BASE,(LONGER-BASE QUESTION2),ALT:TRAPEZOID-BASE,4,0.407,42,0,4,0,4
3030,TRAPEZOID_AREA,(AREA QUESTION1),ALT:TRAPEZOID-AREA,5,0.3098,42,0,5,1,4
3031,TRAPEZOID_BASE,(LONGER-BASE QUESTION2),ALT:TRAPEZOID-BASE,5,0.3521,42,0,5,0,5
3032,TRAPEZOID_ABCD,(AREA QUESTION1),ALT:TRAPEZOID-AREA,6,0.2414,42,1,6,2,4
3033,TRAPEZOID_ABCD,(LONGER-BASE QUESTION2),ALT:TRAPEZOID-BASE,6,0.3009,42,0,6,0,6
3034,TRAPEZOID_ABCD,(HEIGHT QUESTION3),ALT:TRAPEZOID-HEIGHT,5,0.4115,42,0,5,2,3
3035,TRAPEZOID_HEIGHT,(HEIGHT QUESTION3),ALT:TRAPEZOID-HEIGHT,6,0.354,42,1,6,3,3
3036,TRAPEZOID_AREA,(AREA QUESTION1),ALT:TRAPEZOID-AREA,7,0.1841,42,1,7,3,4
3037,TRAPEZOID_BASE,(LONGER-BASE QUESTION2),ALT:TRAPEZOID-BASE,7,0.2541,42,1,7,1,6
3038,TRIANGLE_ABC,(AREA QUESTION1),ALT:TRIANGLE-AREA,1,0.2795,42,0,1,0,1
3039,TRIANGLE_ABC,(HEIGHT QUESTION2),ALT:TRIANGLE-SIDE,1,0.475,42,0,1,0,1
3040,TRIANGLE_ABC,(BASE QUESTION3),ALT:TRIANGLE-SIDE,2,0.4657,42,0,2,0,2
3041,TRIANGLE_TRIANGLE,(AREA QUESTION1),ALT:TRIANGLE-AREA,2,0.2711,42,0,2,0,2
3042,PENTAGON,(AREA QUESTION1),ALT:PENTAGON-AREA,1,0.6607,42,0,1,0,1
3043,PENTAGON,(APOTHEM QUESTION2),ALT:PENTAGON-SIDE,1,0.5797,42,0,1,0,1
3044,PENTAGON,(SIDE QUESTION3),ALT:PENTAGON-SIDE,2,0.5425,42,0,2,0,2
3045,TRIANGLE_RECTANGLE,(BASE QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION,1,0.3901,42,1,1,1,0
3046,TRIANGLE_RECTANGLE,(AREA QUESTION1),ALT:TRIANGLE-AREA,3,0.2628,42,1,3,1,2
3047,DESIGNING_A_QUILT,(AREA QUESTION1),ALT:TRIANGLE-AREA,4,0.2547,42,1,4,2,2
3048,DESIGNING_A_QUILT,(WHITE-AREA QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION,2,0.3635,42,0,2,1,1
3049,DESIGNING_A_QUILT,(GREEN-AREA QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION,3,0.3377,42,1,3,2,1
3050,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION1),ALT:COMPOSE-BY-MULTIPLICATION,4,0.3128,42,1,4,3,1
3051,DESIGNING_A_QUILT,(AREA QUESTION2),ALT:TRIANGLE-AREA,5,0.2467,42,1,5,3,2
3052,DESIGNING_A_QUILT,(WHITE-AREA QUESTION2),ALT:COMPOSE-BY-MULTIPLICATION,5,0.2889,42,1,5,4,1
3053,DESIGNING_A_QUILT,(GREEN-AREA QUESTION2),ALT:COMPOSE-BY-MULTIPLICATION,6,0.2662,42,1,6,5,1
3054,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION2),ALT:COMPOSE-BY-MULTIPLICATION,7,0.2446,42,1,7,6,1
3055,DESIGNING_A_QUILT,(AREA QUESTION3),ALT:TRIANGLE-AREA,6,0.239,42,1,6,4,2
3056,DESIGNING_A_QUILT,(WHITE-AREA QUESTION3),ALT:COMPOSE-BY-MULTIPLICATION,8,0.2243,42,1,8,7,1
3057,DESIGNING_A_QUILT,(GREEN-AREA QUESTION3),ALT:COMPOSE-BY-MULTIPLICATION,9,0.2052,42,1,9,8,1
3058,DESIGNING_A_QUILT,(PURPLE-AREA QUESTION3),ALT:COMPOSE-BY-MULTIPLICATION,10,0.1873,42,1,10,9,1
3059,PENTAGON_ABCDE,(AREA QUESTION1),ALT:PENTAGON-AREA,2,0.5681,42,1,2,1,1
3060,PENTAGON_ABCDE,(APOTHEM QUESTION2),ALT:PENTAGON-SIDE,3,0.5048,42,0,3,0,3
3061,PENTAGON_ABCDE,(SIDE QUESTION3),ALT:PENTAGON-SIDE,4,0.4671,42,1,4,1,3
3062,TRIANGLE_HEIGHT,(HEIGHT QUESTION2),ALT:TRIANGLE-SIDE,3,0.4564,42,1,3,1,2
3063,TRIANGLE_BASE,(BASE QUESTION3),ALT:TRIANGLE-SIDE,4,0.4471,42,1,4,2,2
3064,PENTAGON_ABCDE,(AREA QUESTION1),ALT:PENTAGON-AREA,3,0.4705,42,1,3,2,1
3065,PENTAGON_ABCDE,(APOTHEM QUESTION2),ALT:PENTAGON-SIDE,5,0.4297,42,1,5,2,3
3066,PENTAGON_ABCDE,(SIDE QUESTION3),ALT:PENTAGON-SIDE,6,0.3931,42,0,6,2,4
3067,PENTAGON,(AREA QUESTION1),ALT:PENTAGON-AREA,4,0.3751,42,1,4,3,1
3068,PENTAGON,(APOTHEM QUESTION2),ALT:PENTAGON-SIDE,7,0.3577,42,0,7,2,5
3069,PENTAGON,(SIDE QUESTION3),ALT:PENTAGON-SIDE,8,0.3238,42,1,8,3,5
3070,TRIANGLE_ABC,(AREA QUESTION1),ALT:TRIANGLE-AREA,7,0.2314,42,1,7,5,2
3071,TRIANGLE_ABC,(HEIGHT QUESTION2),ALT:TRIANGLE-SIDE,5,0.4379,42,1,5,3,2
3072,TRIANGLE_ABC,(BASE QUESTION3),ALT:TRIANGLE-SIDE,6,0.4287,42,0,6,3,3
3073,PENTAGON_ABCDE,(AREA QUESTION1),ALT:PENTAGON-AREA,5,0.2884,42,0,5,3,2
3074,PENTAGON_ABCDE,(APOTHEM QUESTION2),ALT:PENTAGON-SIDE,9,0.2916,42,1,9,4,5
3075,PENTAGON_ABCDE,(SIDE QUESTION3),ALT:PENTAGON-SIDE,10,0.2614,42,0,10,4,6
3076,PENTAGON,(AREA QUESTION1),ALT:PENTAGON-AREA,6,0.215,42,1,6,4,2
3077,PENTAGON,(APOTHEM QUESTION2),ALT:PENTAGON-SIDE,11,0.2333,42,0,11,4,7
3078,PENTAGON,(SIDE QUESTION3),ALT:PENTAGON-SIDE,12,0.2074,42,1,12,5,7
3079,PENTAGON_ABCDE,(AREA QUESTION1),ALT:PENTAGON-AREA,7,0.1561,42,1,7,5,2
3080,PENTAGON_ABCDE,(APOTHEM QUESTION2),ALT:PENTAGON-SIDE,13,0.1836,42,1,13,6,7
3081,PENTAGON_ABCDE,(SIDE QUESTION3),ALT:PENTAGON-SIDE,14,0.1621,42,0,14,6,8
3082,PENTAGON,(AREA QUESTION1),ALT:PENTAGON-AREA,8,0.1111,42,1,8,6,2
3083,PENTAGON,(APOTHEM QUESTION2),ALT:PENTAGON-SIDE,15,0.1426,42,1,15,7,8
3084,PENTAGON,(SIDE QUESTION3),ALT:PENTAGON-SIDE,16,0.1251,42,1,16,8,8
3085,CIRCLE_O,(RADIUS QUESTION1),ALT:CIRCLE-RADIUS,1,0.4141,42,1,1,1,0
3086,CIRCLE_O,(AREA QUESTION1),ALT:CIRCLE-AREA,1,0.3734,42,1,1,1,0
3087,CIRCLE_O,(CIRCUMFERENCE QUESTION1),ALT:CIRCLE-CIRCUMFERENCE,1,0.2912,42,1,1,1,0
3088,CIRCLE_O,(DIAMETER QUESTION2),ALT:CIRCLE-DIAMETER,1,0.3526,42,1,1,1,0
3089,CIRCLE_O,(AREA QUESTION2),ALT:CIRCLE-AREA,2,0.3493,42,1,2,2,0
3090,CIRCLE_O,(CIRCUMFERENCE QUESTION2),ALT:CIRCLE-CIRCUMFERENCE,2,0.2765,42,1,2,2,0
3091,CIRCLE_O,(RADIUS QUESTION3),ALT:CIRCLE-RADIUS,2,0.4031,42,0,2,1,1
3092,CIRCLE_O,(CIRCUMFERENCE QUESTION3),ALT:CIRCLE-CIRCUMFERENCE,3,0.2622,42,0,3,2,1
3093,CIRCLE_O,(DIAMETER QUESTION3),ALT:CIRCLE-DIAMETER,2,0.336,42,0,2,1,1
3094,CIRCLE_O,(RADIUS QUESTION4),ALT:CIRCLE-RADIUS,3,0.3921,42,0,3,1,2
3095,CIRCLE_O,(DIAMETER QUESTION4),ALT:CIRCLE-DIAMETER,3,0.3198,42,1,3,2,1
3096,CIRCLE_O,(AREA QUESTION4),ALT:CIRCLE-AREA,3,0.326,42,1,3,3,0
3097,LAWN_SPRINKLER,(AREA QUESTION1),ALT:CIRCLE-AREA,4,0.3036,42,1,4,4,0
3098,COVERING_POOL,(RADIUS QUESTION1),ALT:CIRCLE-RADIUS,4,0.3813,42,1,4,2,2
3099,COVERING_POOL,(DIAMETER QUESTION1),ALT:CIRCLE-DIAMETER,4,0.304,42,1,4,3,1
3100,DOG_ON_A_ROPE,(CIRCUMFERENCE QUESTION1),ALT:CIRCLE-CIRCUMFERENCE,4,0.2484,42,1,4,3,1
3101,DOG_ON_A_ROPE,(AREA QUESTION1),ALT:CIRCLE-AREA,5,0.282,42,1,5,5,0
3102,LAWN_SPRINKLER_2,(TOTAL-LAWN-AREA QUESTION1),ALT:PARALLELOGRAM-AREA,16,0.0799,42,1,16,16,0
3103,LAWN_SPRINKLER_2,(UNWATERED-LAWN-AREA QUESTION1),ALT:COMPOSE-BY-ADDITION,7,0.2736,42,0,7,5,2
3104,LAWN_SPRINKLER_2,(WATERED-LAWN-AREA QUESTION1),ALT:CIRCLE-AREA,6,0.2614,42,0,6,5,1
3105,CIRCLE_DIAMETER,(RADIUS QUESTION1),ALT:CIRCLE-RADIUS,5,0.3705,42,1,5,3,2
3106,CIRCLE_DIAMETER,(AREA QUESTION1),ALT:CIRCLE-AREA,7,0.2418,42,1,7,6,1
